Manufacturer,Model Name,Device Name,Model Code,GPU,Form Factor,System on Chip,Total MEM,ABIs,OpenGL ES Versions,SDK
Samsung,Galaxy On7(2016),SM-G610L,on7xeltelgt,Mali-T830MP1,Phone,Samsung Exynos 7870,2826-2828MB,armeabi;armeabi-v7a,3.1;3.2,23;24;27
Samsung,Galaxy S8 Active,SM-G892U,cruiserltesq,Adreno (TM) 540,Phone,Qualcomm MSM8998,3348-3364MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy S8,SCV36,SCV36,Adreno (TM) 540,Phone,Qualcomm MSM8998,3346-3362MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy J3 Orbit,SM-S367VL,j3topeltetfnvzw,Mali-G71MP2,Phone,Samsung Exynos 7884A,1730MB,armeabi;armeabi-v7a,3.2,26;28
Samsung,Galaxy S7 edge,SM-G935U,hero2qlteue,Adreno (TM) 530,Phone,Qualcomm MSM8996,3416-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy S9,SM-G960N,starlteks,Mali-G72MP18,Phone,Samsung Exynos 9810,3396-3611MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S7 Edge,SM-G935A,hero2qltetmo,Adreno (TM) 530,Phone,Qualcomm MSM8996,3416-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Z Flip,SM-F700N,bloomq,Adreno (TM) 640,Phone,Qualcomm SM8150P,3366MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S20,SM-G980F,x1s,Mali-G77MP11,Phone,Samsung Exynos 990,2691-3334MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Tab S2 8.0,SM-T715N0,gts28ltekx,Mali-T760MP6,Tablet,Samsung Exynos 5433,2762-2783MB,armeabi;armeabi-v7a,3.1;3.2,21;23;24
Samsung,Galaxy Tab S7,SM-T878U,gts7l,Adreno (TM) 650,Tablet,Qualcomm SM8250Pro,1499-3494MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A50,SM-A505N,a50,Mali-G72MP3,Phone,Samsung Exynos 9610,1491-3590MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S20+,SM-G986B,y2s,Mali-G77MP11,Phone,Samsung Exynos 990,2691-3334MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A01,SM-S111DL,a01q,Adreno (TM) 505,Phone,Qualcomm SDM439,1844MB,armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A30s,SM-A307GN,a30s,Mali-G71MP2,Phone,Samsung Exynos 7904,2697-3706MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy TabS 10.5,SM-T805W,chagallltecan,Mali-T628,Tablet,Samsung Exynos 5420,2774MB,armeabi;armeabi-v7a,3,19;21
Samsung,Galaxy Note4,SM-N910F,trltevzw,Adreno (TM) 420,Phone,Qualcomm APQ8084,2778-2783MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy Note10+,SM-N975W,d2q,Adreno (TM) 640,Phone,Qualcomm SM8150,3254MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy J7 Perx,SM-J727P,j7popltespr,Adreno (TM) 506,Phone,Qualcomm MSM8953,1803-1810MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;27
Samsung,Galaxy Note10+ 5G,SM-N9760,d2xq,Adreno (TM) 640,Phone,Qualcomm SM8150,3178MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab A (8.0 inches,SM-T295C,gto,Adreno (TM) 504,1846-2854MB,Tablet, 2019),213,28;29,arm64-v8a;armeabi;armeabi-v7a
Samsung,Galaxy S10 Lite,SM-G770U1,r5q,Adreno (TM) 640,Phone,Qualcomm SM8150,1356-3351MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S7 ,SM-G935FD,herolte,Mali-T880MP12,Phone,Samsung Exynos 8890,3533-3562MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note9,SM-N960X,crownlte,Mali-G72MP18,Phone,Samsung Exynos 9810,1520-1527MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy S8+,SM-G955F,dream2lte,Mali-T760MP8,Phone,Samsung Exynos 8895,3452-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy Note9,SM-N960U,crownqltesq,Adreno (TM) 630,Phone,Qualcomm SDM845,1480-1485MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Note10 Lite,SM-N770F,r7,Mali-G72MP18,Phone,Samsung Exynos 9810,1464-3503MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note9,SM-N960N,crownlte,Mali-G72MP18,Phone,Samsung Exynos 9810,1520-1527MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy TabS 8.4,SM-T705,klimtlte,Mali-T628MP6,Tablet,Samsung Exynos 5420,2773-2774MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy M01,SM-M015G,m01q,Adreno (TM) 505,Phone,Qualcomm SDM439,2849MB,armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S6 Edge+,SM-G9287C,zenlte,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy Note10+,SM-N975C,d2q,Adreno (TM) 640,Phone,Qualcomm SM8150,3254MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab A with S Pen,SM-P205,wisdom,Mali-G71MP2,Tablet,Samsung Exynos 7904,2751-2773MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab S7+,SM-T976N,gts7xl,Adreno (TM) 650,Tablet,Qualcomm SM8250Pro,1470-3465MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note4,SM-N916K,tre3caltektt,Mali-T760MP6,Phone,Samsung Exynos 5433,2819-2824MB,armeabi;armeabi-v7a,3.1,21;22;23
Samsung,Galaxy S10+,SC-04L,SC-04L,Adreno (TM) 640,Phone,Qualcomm SM8150,3373-3381MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab S2,SM-T817,gts210lte,Mali-T760MP6,Tablet,Samsung Exynos 5433,2762-2783MB,armeabi;armeabi-v7a,3.1;3.2,21;23;24
Samsung,Galaxy S9+,SM-G965N,star2lte,Mali-G72MP18,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy J6,SM-J600G,j6lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1805-3822MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Note20,SM-N981B,c1s,Mali-G77MP11,Phone,Samsung Exynos 990,3336MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy J7 Prime,SM-G6100,on7xltechn,Adreno (TM) 506,Phone,Qualcomm MSM8953,1871-2809MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note9,SM-N950U,crownqltesq,Adreno (TM) 540,Phone,Qualcomm SDM845,1480-1485MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Note7 ,SM-N930F,gracelte,Mali-T760MP8,Phone,Samsung Exynos 8890,2836-3524MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Samsung,Galaxy A11,SM-A115AZ,a11q,Adreno (TM) 506,Phone,Qualcomm SDM450,1815-2820MB,armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S8,SM-G9500,dreamqltechn,Mali-G71MP20,Phone,Qualcomm MSM8998,3347-3371MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy Tab S5e,SM-T725,gts4lv,Adreno (TM) 615,Tablet,Qualcomm SDM670,1552-3651MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S9+,SM-G9650,star2qltechn,Adreno (TM) 630,Phone,Qualcomm SDM845,912-1483MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Tab S4,SM-T837A,gts4llteatt,Adreno (TM) 540,Tablet,Qualcomm MSM8998,3321-3590MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy A10,SM-A105N,a10,Mali-G71MP2,Phone,Samsung Exynos 7884B,1720-1725MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note10,SM-N9700,d1q,Adreno (TM) 640,Phone,Qualcomm SM8150,3372MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab Active2,SM-T395,gtactive2lte,Mali-T830MP1,Tablet,Samsung Exynos 7870,2791-2798MB,armeabi;armeabi-v7a,3.2,25;27;28
Samsung,Galaxy Z Fold2 5G,SM-F916U,f2q,Adreno (TM) 650,Phone,Qualcomm SM8250Pro,2347MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A70,SM-A705MN,a70q,Adreno (TM) 612,Phone,Qualcomm SM6150,1418-1438MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A80,SM-A805X,r1q,Adreno (TM) 618,Phone,Qualcomm SM7150,3403-3438MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S20 Ultra 5G,SM-G988W,z3q,Adreno (TM) 650,Phone,Qualcomm SM8250,2355MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S20 Ultra 5G,SM-G988B,z3s,Mali-G77MP11,Phone,Samsung Exynos 990,2691MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S9+,SM-G965F,star2lte,Adreno (TM) 630,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Note3,SM-N9005,hltecan,Adreno (TM) 330,Phone,Qualcomm MSM8974,2440-2833MB,armeabi;armeabi-v7a,3,18;19;21
Samsung,Galaxy S6,SM-G920F,zerofltevzw,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S9+,SM-G9750,star2qltechn,Adreno (TM) 640,Phone,Qualcomm SDM845,912-1483MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S7 edge,SM-G935F(hasokeh),hero2lte,Mali-T880MP12,Phone,Samsung Exynos 8890,3533-3562MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy TabS3,SM-T825C,gts3llte,Adreno (TM) 530,Tablet,Qualcomm MSM8996,3391-3719MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy Tab S5e,SM-T727V,gts4lv,Adreno (TM) 615,Tablet,Qualcomm SDM670,1552-3651MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy M30,SM-M305F,m30lte,Mali-T830MP1,Phone,Samsung Exynos 7904,3722-3726MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Note9,SM-N960F,crownlte,Mali-G72MP18,Phone,Samsung Exynos 9810,1520-1527MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy XCover Pro,SM-G715U1,xcoverpro,Mali-G72MP3,Phone,Samsung Exynos 9611,3553MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S6 Edge+,SM-G928P,zenltespr,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy A71 5G,SM-A716U1,a71xq,Adreno (TM) 620,Phone,Qualcomm SM7250,1322-3317MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A20,SCV46,SCV46,Mali-G71MP2,Phone,Samsung Exynos 7884B,2721-2725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note3 Neo,SM-N750,hl3g,Mali-T624MP3,Phone,Samsung Exynos 5260,1711-1881MB,armeabi;armeabi-v7a,3,18;19;22
Samsung,Galaxy S20 5G,SM-G981N,x1q,Adreno (TM) 650,Phone,Qualcomm SM8250,2354-3496MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S6 Edge,SM-G925K,zeroltektt,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy A6,SM-A600T1,a6eltemtr,Mali-G71MP2,Phone,Samsung Exynos 7884,2678-2718MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S10,SM-G973U,beyond1q,Adreno (TM) 640,Phone,Qualcomm SM8150,953-3381MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tap Pro 8.4,SM-T320,mondrianwifi,Adreno (TM) 330,Tablet,Qualcomm APQ8074,1862MB,armeabi;armeabi-v7a,3,19
Samsung,三星W20,SM-W2020,zodiac,Adreno (TM) 640,Phone,Qualcomm SM8150P,3177-3184MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab S6 Lite,SM-P617,gta4xl,Mali-G72MP3,Tablet,Samsung Exynos 9611,3552MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy C9 Pro,SM-C9000,c9ltechn,Adreno (TM) 510,Phone,Qualcomm MSM8976SG,1736-1744MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;25;26
Samsung,Galaxy A Quantum,SM-A716B,a71x,Mali-G76MP5,Phone,Samsung Exynos 980,3218-3219MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S6 Edge+,SM-G928L,zenltelgt,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3663MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy S10+,SM-G975N,beyond2,Mali-G76MP12,Phone,Samsung Exynos 9820,3306-3329MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S6 Edge+,SM-G928F,zenlte,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy Tab S5e,SM-T727A,gts4lv,Adreno (TM) 615,Tablet,Qualcomm SDM670,1552-3651MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S5,SM-G900T,kltetmo,Adreno (TM) 330,Phone,Qualcomm MSM8974,1704-1856MB,armeabi;armeabi-v7a,3,19;21;22;23
Samsung,Galaxy S6,SM-S907VL,zerofltetfnvzw,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1,21;23
Samsung,Galaxy Note3,SM-N900P,hltespr,Adreno (TM) 330,Phone,Qualcomm MSM8974,2440-2834MB,armeabi;armeabi-v7a,3,18;19;21
Samsung,Galaxy Note8,SM-G973F,greatlte,Mali-T880MP12,Phone,Samsung Exynos 8895,1243-2891MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy A21,SM-A215W,a21,PowerVR Rogue GE8320,Phone,Mediatek MT6765,2783MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Tab S2 9.7,SM-T817W,gts210ltecan,Mali-T760MP6,Tablet,Samsung Exynos 5433,2763-2779MB,armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy Note5,SM-N920G,noblelte,Mali-T760MP8,Phone,Samsung Exynos 7420,2821-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy A60,SM-A6060,a60q,Adreno (TM) 612,Phone,Qualcomm SM6150,1418-1447MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab A,SM-T517,gta3xl,Mali-G71MP2,Tablet,Samsung Exynos 7904,1758-2777MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note20 Ultra 5G,SM-N986W,c2q,Adreno (TM) 650,Phone,Qualcomm SM8250Pro,2352MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy J3 Aura,SM-J337R4,j3topelteusc,Mali-G71MP2,Phone,Samsung Exynos 7884A,1730-1734MB,armeabi;armeabi-v7a,3.2,26;28
Samsung,Galaxy Alpha,SM-G850K,sltektt,Mali-T628,Phone,Samsung Exynos 5430,1875-1877MB,armeabi;armeabi-v7a,3,19;21
Samsung,Galaxy A9 Pro,SM-A9100,a9xproltechn,Adreno (TM) 510,Phone,Qualcomm MSM8976,3572-3585MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;26
Samsung,Galaxy S8+,SM-G950U,dream2qltechn,Adreno (TM) 540,Phone,Qualcomm MSM8998,1250-3364MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy J7,SM-J700F,j7elte,Mali-T720MP2,Phone,Samsung Exynos 7580,1370-1373MB,armeabi;armeabi-v7a,3.0;3.1,22;23
Samsung,Galaxy A71,SM-A715F,a71,Adreno (TM) 618,Phone,Qualcomm SM7150,1408-3403MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy J5 Pro,SM-J530FM,j5y17lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1816-1819MB,armeabi;armeabi-v7a,3.2,24;27;28
Samsung,Galaxy J7(2016),SM-J710GN,j7xelte,Mali-T830MP1,Phone,Samsung Exynos 7870,1820-1822MB,armeabi;armeabi-v7a,3.0;3.2,23;24;27
Samsung,Galaxy S5,SM-G900T1,klteMetroPCS,Adreno (TM) 330,Phone,Qualcomm MSM8974,1704-1856MB,armeabi;armeabi-v7a,3,19;22;23
Samsung,Galaxy Tab Advanced2,SM-T583,gtaxladwifikx,Mali-T830MP1,Tablet,Samsung Exynos 7870,2930MB,armeabi;armeabi-v7a,3.2,26
Samsung,Galaxy Note4,SM-N910F,trlte,Adreno (TM) 420,Phone,Qualcomm APQ8084,2778-2782MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy Note4,SM-N910F,trelteskt,Mali-T760MP6,Phone,Samsung Exynos 5433,2819-2827MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy S20 Ultra 5G,SM-G988B,z3s,Mali-G71MP2,Phone,Samsung Exynos 990,2691MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A8 Star,SM-G885F,astarqlte,Adreno (TM) 512,Phone,Qualcomm SDM660,1603-3705MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy J7 Neo,SM-J701M,j7velte,Mali-T830MP1,Phone,Samsung Exynos 7870,1798-1804MB,armeabi;armeabi-v7a,3.2,24;27;28
Samsung,Galaxy S4,SHV-E330L,ks01ltelgt,Adreno (TM) 330,Phone,Qualcomm MSM8974,1850-2748MB,armeabi;armeabi-v7a,2.0;3.0,17;18;19;21
Samsung,Galaxy A20e,SM-A202F,a20e,Mali-G71MP2,Phone,Samsung Exynos 7884B,2721-2725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S6,SM-G920V,zerofltevzw,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S5 ,klte,klte,Adreno (TM) 330,Phone,Qualcomm MSM8974,1704-1857MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy XCover Pro,SM-G715U,xcoverpro,Mali-G72MP3,Phone,Samsung Exynos 9611,3553MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy J5 Prime,SM-G570M,on5xelte,Mali-T720MP1,Phone,Samsung Exynos 7570,1837-1847MB,armeabi;armeabi-v7a,3.1,23;24;26
Samsung,Galaxy S6 Edge,SM-G9250,zeroltechn,Mali-T760MP8,Phone,Samsung Exynos 7420,2676-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy Tab S 8.4,SM-T700,klimtwifi,Mali-T628MP6,Tablet,Samsung Exynos 5420,2773-2774MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy Note5,SM-N920T,nobleltetmo,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3663MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy S7 edge,SM-G935F,hero2lte,Mali-T880MP12,Phone,Samsung Exynos 8890,3533-3562MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note20 Ultra,SM-N986B,c2s,Mali-G77MP11,Phone,Samsung Exynos 990,2696-3336MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A21s,SM-A217M,a21s,Mali-G52MP1,Phone,Samsung Exynos 850,2667-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note8,SM-G950F,greatlte,Mali-G71MP20,Phone,Samsung Exynos 8895,1243-2891MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy TabS 10.5 ,SM-T805M,chagalllte,Mali-T628MP6,Tablet,Samsung Exynos 5420,2773-2774MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy S10+,SM-G975U1,beyond2q,Adreno (TM) 640,Phone,Qualcomm SM8150,3373-3381MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S10+,SM-G975W,beyond2q,Adreno (TM) 640,Phone,Qualcomm SM8150,3373-3381MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S20 5G,SM-G981W,x1q,Adreno (TM) 650,Phone,Qualcomm SM8250,2354-3496MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy M51,SM-M515F,m51,Adreno (TM) 618,Phone,Qualcomm SM7150,1409-3404MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S8,SM-G950F,dreamqltechn,Adreno (TM) 540,Phone,Qualcomm MSM8998,3347-3371MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy Note3,hlte,hlte,Adreno (TM) 330,Phone,Qualcomm MSM8674,752-2834MB,armeabi;armeabi-v7a,3,18;19;21
Samsung,Galaxy J4,SM-J400F,j4lte,Mali-T720MP1,Phone,Samsung Exynos 7570,1836-2844MB,armeabi;armeabi-v7a,3.1,26;28;29
Samsung,Galaxy J5(2016),SM-J510MN,j5xnlte,Adreno (TM) 306,Phone,Qualcomm MSM8916,1891-1892MB,armeabi;armeabi-v7a,3,23;25
Samsung,Galaxy Fold,SM-F900U,winner,Adreno (TM) 640,Phone,Qualcomm SM8150,3177-3260MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A8,SM-A800YZ,a8elte,Mali-T628MP6,Phone,Samsung Exynos 5430,1828-1839MB,armeabi;armeabi-v7a,3,22;23
Samsung,Galaxy S9+,SM-G965F,star2lte,Mali-G71MP2,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung, Galaxy Tab S6 ,SM-T865N,gts6l,Adreno (TM) 640,Tablet,Qualcomm SM8150,1354-3349MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note8,SM-N950N,greatlteks,Mali-G71MP20,Phone,Samsung Exynos 8895,1243-1250MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy Tab S7,SM-T870,gts7lwifi,Adreno (TM) 650,Tablet,Qualcomm SM8250Pro,1499-3494MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S7,SM-G9300,heroqltechn,Adreno (TM) 530,Phone,Qualcomm MSM8974,3417-3722MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy A7 (2018),SM-A750X,a7y18lte,Mali-G71MP2,Phone,Samsung Exynos 7885,3699-3704MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy A30,SM-A305YN,a30,Mali-G71MP2,Phone,Samsung Exynos 7904,2720-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy J7(2016),SM-J710F,j7xelte,Mali-T830MP1,Phone,Samsung Exynos 7870,1820-1822MB,armeabi;armeabi-v7a,3.0;3.2,23;24;27
Samsung,Galaxy Note8,SM-N950F,greatqltechn,Adreno (TM) 540,Phone,Qualcomm MSM8998,1118-1133MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy S6,SM-G920F,zerofltechn,Mali-T760MP8,Phone,Samsung Exynos 7420,1871-2720MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy Tab A 8.0,SM-T350,gt58wifi,Adreno (TM) 306,Tablet,Qualcomm APQ8016,1428-1429MB,armeabi;armeabi-v7a,3,21;23;25
Samsung,Galaxy M01s,SM-A107M,a10s,PowerVR Rogue GE8320,Phone,Mediatek MT6762,1786-2792MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab Active Pro,SM-T540,gtactivexlwifi,Adreno (TM) 615,Tablet,Qualcomm SDM670,3646-3650MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note10+,SM-N976N,d2q,Adreno (TM) 630,Phone,Qualcomm SM8150,3254MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy XCover Pro,SM-G715FN,xcoverpro,Mali-G72MP3,Phone,Samsung Exynos 9611,3553MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S6,SM-G920F,zeroflte,Mali-T760MP8,Phone,Samsung Exynos 7420,2679-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy Tab A (2018,SM-T595C,gta2xlltechn,Adreno (TM) 506,2666-3420MB,Tablet, 10.5),240,27;28;29,armeabi;armeabi-v7a
Samsung,Galaxy Tab S3,SM-T825N0,gts3lltekx,Adreno (TM) 530,Tablet,Qualcomm MSM8996,3414-3719MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy J7 Prime,SM-G610Y,on7xelte,Mali-T830MP1,Phone,Samsung Exynos 7870,2815-2828MB,armeabi;armeabi-v7a,3.0;3.2,23;24;27
Samsung,Galaxy S10e,SM-G970F,beyond0,Adreno (TM) 512,Phone,Samsung Exynos 9820,1299-1322MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
